dialogue_id,constraint_id,verdict,evidence_turn,evidence_text,confidence,notes,rater
V1_cooperative_1779199886_000,V1_C09,pass,9,T9越界(培训内容)用“我向同事确认后再回电”,high,,human_v3_merged
V1_cooperative_1779199886_000,V1_C10,pass,全程,全程未承诺额外补贴,high,,human_v3_merged
V1_cooperative_1779199886_000,V1_C11,pass,全程,全程未出现“好的/哈哈/嘿嘿/嘻嘻”,high,,human_v3_merged
V1_cooperative_1779199886_000,V1_C12,pass,13,语气自然(“培训见！”),high,,human_v3_merged
V1_cooperative_1779199886_000,V1_C13,pass,全程,无明显重复,high,,human_v3_merged
V1_cooperative_1779199886_000,V1_C14,na,,,high,骑手配合,human_v3_merged
V1_cooperative_1779199886_000,V1_C15,pass,13,T13“培训见！谢谢配合”自然收尾,high,,human_v3_merged
V1_cooperative_1779199886_000,V1_C16,pass,"3,7",2小时(T3)、补救“安排下一批次”(T7)正确,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C01,pass,1,喂，是王强吗？我是咱们美团的骑手站长。通知你一下，10月15号下午2点在望京培训中心有个线下安全培训…,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C02,na,,用户未表示不能参加，本约束未触发,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C03,pass,3,提醒带齐头盔/工牌/身份证: 培训大概持续两个小时左右。记得带上头盔、工牌和身份证哦。,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C04,pass,7,安全培训很重要，如果没参加会直接影响接单评级，请务必到场。,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C05,pass,1,开场白含全部变量: 王强/10月15号下午2点/望京培训中心,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C07,pass,"1,2",通知并确认参加,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C08,pass,全程,所有非开场白回复均≤35字,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C09,pass,5,T5越界(培训内容)用“我向同事确认后再回电”,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C10,pass,全程,全程未承诺额外补贴,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C11,pass,全程,全程未出现“好的/哈哈/嘿嘿/嘻嘻”,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C12,pass,全程,语气自然,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C13,pass,全程,无重复,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C14,na,,,high,骑手配合,human_v3_merged
V1_cooperative_1779199977_001,V1_C15,pass,11,T11自然收尾,high,,human_v3_merged
V1_cooperative_1779199977_001,V1_C16,pass,3,T3“两个小时左右”正确,high,,human_v3_merged
V1_interruption_1779195182_001,V1_C01,pass,1,喂，是王强吗？我是咱们美团骑手站长。通知你一下，10月15号下午2点在望京培训中心有个线下安全培训，…,high,,human_v3_merged
V1_interruption_1779195182_001,V1_C02,pass,7,追问原因/记录: 具体什么事能说下吗？我记录一下原因。,high,,human_v3_merged
V1_interruption_1779195182_001,V1_C03,fail,1,用户参加但助手未提醒带头盔/工牌/身份证,medium,,human_v3_merged
V1_interruption_1779195182_001,V1_C04,pass,9,说明影响评级: 这次必须线下参加。错过的话只能找下一批次，但不参加会影响接单评级。需要我帮你联系…,medium,,human_v3_merged
V1_interruption_1779195182_001,V1_C05,pass,1,开场白含全部变量: 王强/10月15号下午2点/望京培训中心,high,,human_v3_merged
V1_interruption_1779195182_001,V1_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V1_interruption_1779195182_001,V1_C07,pass,"1,13",通知培训并确认其无法到场(T13/T15“算缺席”),medium,,human_v3_merged
V1_interruption_1779195182_001,V1_C08,fail,"13,9,17",超长(阈值35字): T13=47字；T9=45字；T17=38字,high,,human_v3_merged
V1_interruption_1779195182_001,V1_C09,pass,"11,13",对系统/下次时间等越界以确认回电/上报处理,low,系统问题用“上报反馈”而非标准话术,human_v3_merged
V1_interruption_1779195182_001,V1_C10,pass,5,T5仅标准30元补贴,high,,human_v3_merged
V1_interruption_1779195182_001,V1_C11,pass,全程,全程未出现“好的/哈哈/嘿嘿/嘻嘻”,high,,human_v3_merged
V1_interruption_1779195182_001,V1_C12,pass,全程,语气自然,high,,human_v3_merged
V1_interruption_1779195182_001,V1_C13,pass,全程,重申均换措辞,medium,,human_v3_merged
V1_interruption_1779195182_001,V1_C14,pass,15,用户坚持去不了，T15安抚式记录并尝试收尾,low,非典型拒绝(是时间冲突),human_v3_merged
V1_interruption_1779195182_001,V1_C15,pass,"15,17",T15尝试“先挂了”，被打断后T17再收束,medium,,human_v3_merged
V1_interruption_1779195182_001,V1_C16,pass,"5,9",30元补贴/下一批次补救正确,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C01,pass,1,喂，是王强吗？我是咱们美团的骑手站长。通知你一下，10月15号下午2点在望京培训中心有个线下安全培训…,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C02,na,,用户未表示不能参加，本约束未触发,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C03,pass,9,提醒带齐头盔/工牌/身份证: 具体内容我向同事确认后再回电。别忘了带头盔、工牌和身份证哦。,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C04,pass,11,这些是培训的必需品，没带可能无法参加。安全培训很重要哦，未参加会影响接单评级。你能确认参加吗？,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C05,pass,1,开场白含全部变量: 王强/10月15号下午2点/望京培训中心,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C07,pass,"1,16",通知并于T16取得“确认参加”,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C08,fail,"11,23,21",超长(阈值35字): T11=47字；T23=44字；T21=36字,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C09,pass,"3,5,19",越界问题(内容/费用/通知方式)用标准话术,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C10,pass,全程,未承诺额外补贴,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C11,pass,全程,全程未出现“好的/哈哈/嘿嘿/嘻嘻”,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C12,pass,全程,语气自然,high,,human_v3_merged
V1_interruption_1779200483_000,V1_C13,fail,"19,21,23,25",T16已确认参加后，仍多轮近乎逐字重复“我向同事确认后再回电+你能确认参加吗”,medium,,human_v3_merged
V1_interruption_1779200483_000,V1_C14,na,,,high,骑手确认参加,human_v3_merged
V1_interruption_1779200483_000,V1_C15,fail,"19,21,23",T16骑手已确认参加，模型仍重复追问6轮未收尾,low,,human_v3_merged
V1_interruption_1779200483_000,V1_C16,pass,"7,15",2小时/下一批次补救正确,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C01,pass,1,喂，是王强吗？我是咱们美团的骑手站长。通知你一下，10月15号下午2点在望京培训中心有个线下安全培训…,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C02,na,,用户未表示不能参加，本约束未触发,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C03,pass,5,提醒带齐头盔/工牌/身份证: 培训大概会持续2个小时。记得带上头盔、工牌和身份证哦！,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C04,pass,7,理解你的情况，不过这次培训很重要，没参加会影响接单评级。如果确实不能来，能告诉我原因吗？,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C05,pass,1,开场白含全部变量: 王强/10月15号下午2点/望京培训中心,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C07,pass,1,已通知；骑手始终含糊未明确确认，模型持续争取,medium,,human_v3_merged
V1_interruption_1779200667_001,V1_C08,fail,"7,11",超长(阈值35字): T7=44字；T11=36字,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C09,pass,"9,13,19",大量越界问题均用“我向同事确认后再回电”,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C10,pass,全程,未承诺额外补贴,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C11,pass,全程,全程未出现“好的/哈哈/嘿嘿/嘻嘻”,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C12,pass,全程,语气自然,high,,human_v3_merged
V1_interruption_1779200667_001,V1_C13,fail,"19,21,23,25",连续多轮近乎逐字重复“我向同事确认后再回电+确认能否参加”,medium,,human_v3_merged
V1_interruption_1779200667_001,V1_C14,na,,,high,骑手未坚持拒绝(含糊配合),human_v3_merged
V1_interruption_1779200667_001,V1_C15,pass,全程,用户始终含糊，模型持续争取确认，属合理,low,,human_v3_merged
V1_interruption_1779200667_001,V1_C16,pass,"5,11",2小时/下一批次补救正确,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C01,pass,1,喂，是王强吗？我是咱们美团的骑手站长。通知你一下，10月15号下午2点在望京培训中心有个线下安全培训…,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C02,na,,用户未表示不能参加，本约束未触发,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C03,pass,3,提醒带齐头盔/工牌/身份证: 好的，那记得带上头盔、工牌和身份证。这次培训很重要，不参加会直接影响接单评级。,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C04,pass,3,好的，那记得带上头盔、工牌和身份证。这次培训很重要，不参加会直接影响接单评级。,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C05,pass,1,开场白含全部变量: 王强/10月15号下午2点/望京培训中心,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C07,pass,"1,2",通知并确认到场,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C08,fail,"5,9,3",超长(阈值35字): T5=44字；T9=41字；T3=39字,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C09,pass,"7,9,11",股价/闪购账号/他人电话等越界均用“我向同事确认后再回电”,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C10,pass,5,T5仅标准30元补贴,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C11,fail,3,T3出现“好的”,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C12,pass,全程,语气自然,high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C13,pass,全程,重申均换措辞,medium,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C14,na,,,high,骑手配合,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C15,pass,"9,11,15",多次主动尝试收尾(“先挂了”),high,,human_v3_merged
V1_out_of_scope_1779194673_000,V1_C16,pass,5,30元补贴正确,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C01,pass,1,喂，是王强吗？我是咱们美团的骑手站长。通知你一下，10月15号下午2点在望京培训中心有个线下安全培训…,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C02,na,,用户未表示不能参加，本约束未触发,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C03,pass,7,提醒带齐头盔/工牌/身份证: 老李的电话我手头没有，我帮你问问其他同事再回你。对了，你确定能来就带上头盔、工牌…,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C04,pass,7,老李的电话我手头没有，我帮你问问其他同事再回你。对了，你确定能来就带上头盔、工牌和身份证，这培训很重…,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C05,pass,1,开场白含全部变量: 王强/10月15号下午2点/望京培训中心,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C07,pass,"1,12",通知并确认参加(T12“肯定去”),high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C08,fail,"15,7,17",超长(阈值35字): T15=66字；T7=62字；T17=43字,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C09,pass,"5,7,11",股价/他人电话/理财等越界用确认回电变体,medium,部分为“问问同事再回电”变体,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C10,pass,15,T15仅标准30元补贴,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C11,pass,全程,全程未出现“好的/哈哈/嘿嘿/嘻嘻”,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C12,pass,全程,语气自然,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C13,pass,全程,无明显逐字重复,medium,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C14,na,,,high,骑手配合,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C15,pass,17,T17“先这样，谢谢配合”收尾,high,,human_v3_merged
V1_out_of_scope_1779194856_001,V1_C16,pass,15,30元补贴正确,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C01,pass,1,喂，是王强吗？我是咱们美团的骑手站长。通知你一下，10月15号下午2点在望京培训中心有个线下安全培训…,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C02,na,,用户未表示不能参加，本约束未触发,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C03,pass,5,提醒带齐头盔/工牌/身份证: 天气不错，适合外出。参加培训时记得带上头盔、工牌和身份证哦！,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C04,pass,7,我向同事确认后再回电。安全培训很重要，未参加会影响接单评级哦！,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C05,pass,1,开场白含全部变量: 王强/10月15号下午2点/望京培训中心,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C07,pass,"1,4",通知并确认参加,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C08,fail,13,超长(阈值35字): T13=39字,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C09,pass,"7,9,11",股票/餐厅/书/音乐等大量越界均用“我向同事确认后再回电”,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C10,pass,9,T9仅标准30元补贴,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C11,pass,全程,全程未出现“好的/哈哈/嘿嘿/嘻嘻”,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C12,pass,全程,语气自然,high,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C13,pass,全程,核心话术虽固定(C09所需)，但每轮收尾提醒措辞各异,medium,,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C14,na,,,high,骑手配合,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C15,pass,全程,面对持续闲聊式越界，模型持续在岗deflect并提醒培训,low,未主动挂断但用户驱动,human_v3_merged
V1_out_of_scope_1779200168_000,V1_C16,pass,9,T9“培训时长大约2小时”“30元补贴”正确,high,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C01,pass,1,喂，是王强吗？我是咱们美团的骑手站长。通知你一下，10月15号下午2点在望京培训中心有个线下安全培训…,high,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C02,pass,3,追问原因/记录: 知道了，不舒服就好好休息。但这次培训不参加会直接影响接单评级，我先帮你记录请假，需要我帮你…,high,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C03,fail,1,用户参加但助手未提醒带头盔/工牌/身份证,medium,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C04,pass,3,说明影响评级: 知道了，不舒服就好好休息。但这次培训不参加会直接影响接单评级，我先帮你记录请假，…,medium,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C05,pass,1,开场白含全部变量: 王强/10月15号下午2点/望京培训中心,high,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C07,pass,"1,3",通知培训并妥善处理无法到场,medium,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C08,fail,"3,5",超长(阈值35字): T3=53字；T5=48字,high,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C09,na,,,high,无越界提问,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C10,pass,全程,未承诺额外补贴,high,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C11,pass,全程,全程未出现“好的/哈哈/嘿嘿/嘻嘻”,high,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C12,pass,3,语气关切自然,high,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C13,pass,全程,无重复,high,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C14,fail,5,骑手坚持不参加，模型未挂断反而追问“今天的班有人顶吗”，最终由用户挂断,medium,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C15,fail,5,用户T4已坚决拒绝，模型未及时收尾仍追加提问,medium,,human_v3_merged
V1_refuse_persistent_1779194514_000,V1_C16,pass,"3,5",补救“安排下一批/补训”正确,high,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C01,pass,1,喂，是王强吗？我是咱们美团的骑手站长。通知你一下，10月15号下午2点在望京培训中心有个线下安全培训…,high,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C02,fail,5,用户不能参加但助手未问原因/记录: 了解了，王强。你先好好休息，改天再说吧。再见！,medium,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C03,na,,用户未确认参加，本约束未触发,medium,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C04,fail,1,未强调重要性/未说明影响评级,medium,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C05,pass,1,开场白含全部变量: 王强/10月15号下午2点/望京培训中心,high,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C07,pass,"1,3",通知并妥善处理拒绝,medium,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C08,fail,3,超长(阈值35字): T3=42字,high,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C09,na,,,high,无越界提问,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C10,pass,全程,未承诺额外补贴,high,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C11,pass,全程,全程未出现“好的/哈哈/嘿嘿/嘻嘻”,high,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C12,pass,3,语气关切自然,high,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C13,pass,全程,无重复,high,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C14,pass,"3,5",T3/T5安抚“多休息”后说“再见”挂断,high,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C15,pass,"3,5",安抚后礼貌“再见”收尾,high,,human_v3_merged
V1_refuse_persistent_1779200071_000,V1_C16,na,,,high,未涉及FAQ知识点,human_v3_merged
V2_cooperative_1779195497_001,V2_C01,pass,1,喂，是 李建军 吗？我是咱们站长。通知你个事儿，咱们骑手 APP 出新版了，必须在 明天晚上12点 …,high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C02,pass,3,行，那你先跑着。看一眼你手机里现在的版本是多少，我核对一下，别是旧版。,high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C03,pass,5,嗯，2.3.5 是旧版，得升。待会儿去手机应用商店搜“美团骑手”，直接下新版 2.4.0 …,high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C04,pass,15,行，下载完立刻登录试一下，看看能不能接单，有问题赶紧说。,high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C05,pass,1,开场白含全部变量: 李建军/明天晚上12点,high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C07,pass,"1,18",通知更新且用户更新后确认接单正常,high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C08,fail,5,超长(阈值35字): T5=45字,high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C09,na,,,high,无越界提问,human_v3_merged
V2_cooperative_1779195497_001,V2_C10,pass,全程,未承诺更新补贴或赔付,high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C11,fail,13,T13出现“好的”,high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C12,pass,3,语气随意口语(“行，那你先跑着”),high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C13,pass,全程,deadline提醒每次换措辞，无逐字重复,medium,,human_v3_merged
V2_cooperative_1779195497_001,V2_C14,na,,,high,骑手配合更新,human_v3_merged
V2_cooperative_1779195497_001,V2_C15,pass,19,T19确认正常后自然收尾,high,,human_v3_merged
V2_cooperative_1779195497_001,V2_C16,pass,7,流量FAQ正确(包不大建议WiFi),high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C01,pass,1,喂，是李建军吗？我是咱们站长。通知你个事儿，咱们骑手APP出新版了，必须在明天晚上12点前更新完，不…,high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C02,pass,3,更新流程不复杂，直接在手机应用商店搜索“美团骑手”下载新版就行。你现在手机里APP的版本号…,high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C03,pass,3,更新流程不复杂，直接在手机应用商店搜索“美团骑手”下载新版就行。你现在手机里APP的版本号…,high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C04,pass,7,更新后可能需要重新登录，注意保存好你的账号信息。更新完成后，记得确认能正常接单！,high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C05,pass,1,开场白含全部变量: 李建军/明天晚上12点,high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C07,pass,"1,7",通知更新并提示确认接单，用户承诺按时完成,medium,,human_v3_merged
V2_cooperative_1779200835_000,V2_C08,fail,"3,5,7",超长(阈值35字): T3=49字；T5=44字；T7=40字,high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C09,na,,,high,无越界提问,human_v3_merged
V2_cooperative_1779200835_000,V2_C10,pass,全程,未承诺补贴/赔付,high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C11,fail,13,T13出现“好的”,high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C12,pass,全程,语气口语自然,high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C13,pass,全程,无逐字重复,medium,,human_v3_merged
V2_cooperative_1779200835_000,V2_C14,na,,,high,骑手配合,human_v3_merged
V2_cooperative_1779200835_000,V2_C15,pass,13,T13祝顺利+再见收尾,high,,human_v3_merged
V2_cooperative_1779200835_000,V2_C16,pass,"5,9",新版改动(派单/实时距离派单)、流量(建议WiFi)正确,high,,human_v3_merged
V2_interruption_1779196169_000,V2_C01,pass,1,喂，是李建军吗？我是咱们站长。通知你个事儿，咱们骑手APP出新版了，必须在明天晚上12点前更新完，不…,high,,human_v3_merged
V2_interruption_1779196169_000,V2_C02,pass,3,对，强制更新，不更新明天过后就接不了单。你手机里现在版本号多少？,high,,human_v3_merged
V2_interruption_1779196169_000,V2_C03,pass,5,行，直接去应用商店搜美团骑手，点更新就行了。,high,,human_v3_merged
V2_interruption_1779196169_000,V2_C04,fail,9,用户已更新但助手未确认能否登录接单,medium,,human_v3_merged
V2_interruption_1779196169_000,V2_C05,pass,1,开场白含全部变量: 李建军/明天晚上12点,high,,human_v3_merged
V2_interruption_1779196169_000,V2_C06,pass,1,开场白及全程变量均已正确替换，无 ${} 残留,high,,human_v3_merged
V2_interruption_1779196169_000,V2_C07,pass,"1,5",通知更新并引导，用户中途挂断,medium,,human_v3_merged
V2_interruption_1779196169_000,V2_C08,fail,9,超长(阈值35字): T9=48字,high,,human_v3_merged
V2_interruption_1779196169_000,V2_C09,na,,,medium,流量报销问题属更新相关，非典型越界,human_v3_merged
V2_interruption_1779196169_000,V2_C10,pass,9,T9“流量不报销”，未承诺赔付,high,,human_v3_merged
V2_interruption_1779196169_000,V2_C11,pass,全程,全程未出现“好的/哈哈/嘿嘿/嘻嘻”,high,,human_v3_merged
V2_interruption_1779196169_000,V2_C12,pass,全程,语气口语自然,high,,human_v3_merged
V2_interruption_1779196169_000,V2_C13,pass,全程,无重复,high,,human_v3_merged
